Forced Category,DENK: strategie en doelen,ORGANISEER: ,quadrant,ring,status,"Label
",File Path,Section 1 # Titel,Section 2## Wat wordt hiermee bedoeld?,Section 3 ## Hoe staan we ervoor?,Section 4 ## Waar kan ik hier meer over lezen?,label,link,Section 5,Section 6,Section 7,Section 8,Category,New Category
Innovatie & Optimalisatie,,,1,1,0,"Planet as a Stakeholder
",C:\Users\jelle\Downloads\wiki\planetAsAStakeholder.md,"# Planet as a Stakeholder
","## Wat wordt hiermee bedoeld?
Eigenlijk heel simpel. In alles dat je besluit, bouwt, aanschaft etc., neem je in gedachte de planeet mee. Wat als de planeet als stakeholder aan tafel zou zitten? Het integreren van de planeet als een stakeholder betekent dus dat bedrijven hun verantwoordelijkheid erkennen voor de impact van hun activiteiten op het milieu. Dit heeft een aantal voordelen:

- Milieu- en Klimaatbescherming: Door de planeet als stakeholder te zien, kunnen bedrijven hun impact op het milieu verminderen, wat bijdraagt aan de strijd tegen klimaatverandering en het behoud van natuurlijke hulpbronnen.

- Kostenefficiëntie en Innovatie: Duurzame praktijken kunnen leiden tot kostenbesparingen door efficiënter gebruik van grondstoffen en energie, en stimuleren innovatie door de ontwikkeling van nieuwe, groene technologieën.

- Verbeterde Reputatie en Compliance: Bedrijven die duurzaamheid omarmen, verbeteren hun reputatie bij consumenten en investeerders, en voldoen beter aan steeds strengere milieuregels en -wetgeving.

Er zit veel meer in je eigen circkel van invloed als je hier bewust bij stil gaat staan. Geen excuses meer om niets te doen, iedereen kan zijn of haar werk duurzamer maken!
","## Hoe staan we ervoor?
Wij zijn al best aardig bezig, steeds meer collega's in onze organisatie nemen bij besluiten of het bouwen de planeet al mee. Aantal positieve voorbeelden en voorbeelden waar we nog wat te verbeteren hebben:

- Sustainability by design doen we nog niet allemaal tijdens het bouwen van software. Vaak kiezen we nog voor de manier die de meeste performancewinst oplevert, wat inhoudelijk betekent dat we minder duurzame keuzes maken.

- Blikjes water is een voorbeeld waar we qua inkoop écht de verkeerde keuze maken als je het aan de planeet zou vragen.

- Qua infrastructuur bouwen en draaien we wel écht dat wat we alleen nodig hebben.

- De planeet zit ook verstopt door onze organisatiedoelen heen.
","## Waar kan ik hier meer over lezen?
- <a href=""https://theplanetasastakeholder.com/"">Planet as a stakeholder</a>",,,,,,,unknown,onbekend
Innovatie & Optimalisatie,,,3,2,0,"Productvisie
",C:\Users\jelle\Downloads\wiki\productvisie.md,"# Productvisie
","## Wat wordt hiermee bedoeld?
Realisatie en levering van producten en diensten vindt binnen Wigo4it plaats vanuit een productvisie. We toetsen onze productontwikkeling aan efficiënte en effectieve dienstverlening richting de burgers in de steden en gebruikersgemak voor de professional. Onze ambitie is onze producten, diensten en services op termijn ook aan andere gemeenten dan de G4 beschikbaar te stellen. 
 

Naast effectiviteit en efficiëntie is duurzaamheid één van de belangrijke pijlers in onze productvisie, zowel strategisch als operationeel. Duurzaamheid is daarbij veel meer dan alleen maar het verminderen van onze ecologische voetafdruk, maar ook het bevorderen van economische en sociale duurzaamheid.  

 
**Economische duurzaamheid**: we zorgen voor kostenbesparingen op lange termijn voor zowel onze eigen organisatie als de deelnemende gemeenten. 

**Sociale duurzaamheid**: we verbeteren de toegankelijkheid en exclusiviteit van onze applicatie, zodat meer mensen er profijt van hebben. 

 
Voorbeelden: 

- We vermijden het realiseren van maatwerk voor individuele steden en bieden uitsluitend uniforme oplossingen aan.  

- We automatiseren maximaal alle gemeentelijke uitvoeringsprocessen; om daardoor gebruikersinteractie met de applicatie te verminderen. 

- We hebben het tijdvak van de (her)berekening van de uitkering teruggebracht van standaard 5 jaar naar uitsluitend de periode waarop een aanvraag of mutatie betrekking heeft. 

- Door onze producten en diensten beschikbaar te maken voor meer gemeenten, kunnen schaalvoordelen worden gerealiseerd, wat leidt tot lagere kosten per gebruiker en efficiënter gebruik van middelen. 
","## Hoe staan we ervoor?
Het element duurzaamheid afwegen in de keuzes die we vanuit de productvisie maken is nog geen structureel en gestructureerd onderdeel van onze aanpak en komt vooralsnog betrekkelijk ad hoc tot stand. 


Voorbeelden: 

- Nu nog is ons uitgangspunt 24/7 leveren en applicaties voor gebruikers beschikbaar houden 

- Brieven en beschikkingen worden nog steeds vanuit onze applicatie geprint en op papier aan burgers verzonden. Rapporten slaan we op als Word-document in plaats van in de database. Verder worden de gerealiseerde documenten gedupliceerd door ze zowel door te zetten naar gemeentelijke document management oplossingen als op te slaan in Socrates 

- Als uitgangspunt hebben we neergezet batchverwerking te vervangen door real time verwerking (van berichten). Vanuit het perspectief van duurzaamheid is dat wellicht niet in alle omstandigheden de meest logische keus
","## Waar kan ik hier meer over lezen?
- <a href=""https://www.wigo4it.nl/?utm=duurzaamheidsradar"">Wigo4it website</a>",,,,,,,unknown,onbekend
Innovatie & Optimalisatie,,,2,0,0,"Public Cloud
",C:\Users\jelle\Downloads\wiki\publicCloud.md,"# Public Cloud
","## Wat wordt hiermee bedoeld?
De public cloud is een duurzame keuze vanwege zijn efficiëntie en milieuvriendelijkere infrastructuur. Grote cloudproviders optimaliseren hun datacenters om energieverbruik en verspilling te minimaliseren, wat bijdraagt aan een lagere ecologische voetafdruk. Hier zijn drie belangrijke redenen waarom public cloud bijdraagt aan duurzaamheid, mits juist geconfigureerd:

- Public cloudproviders investeren voortdurend in de modernisering en energie-efficiëntie van hun datacenters. Ze maken gebruik van innovatieve technologieën zoals geavanceerde koelsystemen (bijvoorbeeld door waterkoeling of koeling met buitenlucht), efficiëntere hardware, en dynamisch stroombeheer.

- Omdat public cloudproviders hun datacenters efficiënter beheren en hardware langer benutten, dragen ze ook bij aan de vermindering van elektronisch afval (e-waste).

- In de public cloud kunnen resources zoals opslag en rekenkracht dynamisch worden opgeschaald of verminderd op basis van de daadwerkelijke vraag en gedeeld gebruik. Dit betekent dat bedrijven niet langer hardware hoeven aan te schaffen die altijd op volle capaciteit draait, zelfs wanneer dat niet nodig is.
","## Hoe staan we ervoor?
Wigo4it draait 100% in de publieke cloud en heeft dus alle bovenstaande genoemde voordelen. Wel nog een paar kanttekeningen:

- Als je niet goed gebruik maakt van de voordelen van publieke cloud kan het juist minder duurzaam zijn. Als je alles lift en shift, blijf dan vooral on-premises draaien.

- Groge cloud providers prolongeren soms volledig op groene stroom te draaien. Dat kan simpelweg niet in Nederland. Er is vooralsnog altijd grijze stroom nodig gedurende de dag. Ook zorgen grote hyperscalers voor meer netcongestie, de groene stroom die zij gebruiken, kunnen tenslotte ook naar duizenden huishoudens.

- De publieke cloud icm 100% automation zorgt ervoor dat we voor de helft van het geld, meer waarde kunnen leveren aan onze klanten. Wie wil dat nou niet! :)
","## Waar kan ik hier meer over lezen?
- <a href=""https://nl.wikipedia.org/wiki/Cloudcomputing"">Cloud computing</a>",,,,,,,unknown,onbekend
Innovatie & Optimalisatie,,,0,3,0,"Python
",C:\Users\jelle\Downloads\wiki\python.md,"# Python
","## Wat wordt hiermee bedoeld?
Programmeertalen hebben verschillende niveaus van energie- en resource-efficiëntie, wat ze duurzamer of minder duurzaam maakt, afhankelijk van hoe goed ze omgaan met systeembronnen zoals CPU-gebruik en geheugen. Hier is een overzicht van enkele programmeertalen die het minst duurzaam zijn:

- Hoewel Python erg populair is vanwege zijn eenvoud en veelzijdigheid, is het niet erg efficiënt qua energieverbruik. De taal heeft een hoge overhead en draait langzamer dan talen zoals C of Go, wat resulteert in hogere energie- en resourcekosten, vooral in grootschalige toepassingen.

- Ruby is ook relatief traag en heeft hogere systeemeisen. De flexibiliteit van de taal brengt prestatiekosten met zich mee, wat resulteert in meer energieverbruik voor dezelfde taken vergeleken met efficiëntere talen.

- Hoewel JavaScript veel wordt gebruikt voor webontwikkeling, is het niet de meest energie-efficiënte taal, vooral als het niet goed wordt geoptimaliseerd. In server-side omgevingen, zoals met Node.js, kan het energieverbruik aanzienlijk zijn door de manier waarop de taal werkt met asynchrone processen.

Kortom, de keuze van programmeertaal kan een aanzienlijke impact hebben op de energie-efficiëntie van software, vooral wanneer deze op grote schaal wordt ingezet.

![alt text](wiki/greencoding.png)
","## Hoe staan we ervoor?
Wigo4it had vroeger Python draaien, daar hebben we inmiddels afscheid van genomen. Los daarvan gebruikt Wigo4it onderstaande duurzame talen:

- C#, niet de duurzaamste, maar wel gemiddeld 15x efficiënter dan bovengenoemde talen.

- Blazor, lichtgewicht programmeertaal voor front-end.
","## Waar kan ik hier meer over lezen?
- <a href=""https://datascience.aero/green-programming-reducing-your-carbon-emissions-when-coding/"">Reducing Carbon Emissions when coding</a>",,,,,,,unknown,onbekend
Innovatie & Optimalisatie,,,1,2,0,"Reduce idle time
",C:\Users\jelle\Downloads\wiki\reduceIdleTime.md,"# Reduce idle time
","## Wat wordt hiermee bedoeld?
Reducing idle time is een belangrijk duurzaamheidsprincipe, omdat het gaat om het minimaliseren van het energieverbruik en de resourceverspilling wanneer systemen niet actief worden gebruikt. Door ervoor te zorgen dat resources, zoals virtuele machines of AKS nodes, niet onnodig draaien tijdens inactiviteit, kan er veel energie worden bespaard en wordt de CO2-uitstoot verminderd. Dit is vooral relevant in cloudomgevingen, waar resources dynamisch kunnen worden geschaald op basis van gebruik. Waarom is het nog meer verstandig om idle time zoveel mogelijk te reduceren:

- Het uitschakelen van inactieve processen zorgt ervoor dat resources alleen worden gebruikt wanneer ze echt nodig zijn. Dit leidt tot een efficiënter gebruik van hardware en software, wat minder verspilling van CPU-tijd, geheugen en opslag betekent.

- Het verminderen van idle time betekent minder energieverbruik, wat leidt tot minder vraag naar elektriciteit, en in veel gevallen wordt deze elektriciteit nog steeds opgewekt door fossiele brandstoffen.

- In bepaalde resources is er de mogelijkheid om een ingebouwde functie genaamd auto-shutdown te configureren. Deze zorgt ervoor dat deze resources automatisch worden uitgeschakeld buiten werkuren of wanneer ze inactief zijn, wat verspilling voorkomt.
","## Hoe staan we ervoor?
Wigo4it is best lekker bezig als het gaat om het voorkomen van idle time:

- We maken gebruik van Azure Kubernetes - Autoscaling, hierdoor worden inactieve pods automatisch uitgeschakeld. Ook maken we gebruik van Virtual Machine ScaleSets voor onze pipelines. Hiervan staan er slecht 1 of 2 stand-by. 

- Onderzoeken of we onze idle time in de nacht waar we niet onderuit komen in kunnen zetten voor iets nuttigs. (Dit moeten we nog verder uitwerken)

- We hebben nog een klein beetje legacy draaien. Deze staat dus vaak in de nacht niets te doen. Door deze legacy om te bouwen naar meer cloud-native oplossingen kunnen we nog een slag maken. 
","## Waar kan ik hier meer over lezen?
- <a href=""https://www.computerweekly.com/feature/A-waste-of-energy-Dealing-with-idle-servers-in-the-datacentre"">Waste of Energy</a>",,,,,,,unknown,onbekend
Innovatie & Optimalisatie,,,1,0,0,"Reservations
",C:\Users\jelle\Downloads\wiki\reservations.md,"# Reservations
","## Wat wordt hiermee bedoeld?
Reservations in de cloud zijn duurzaam omdat ze helpen het energieverbruik en de footprint van datacenters te optimaliseren. Uiteraard is dit voornamelijk kostengedreven, echter heeft dit vaak ook een positief effect op het zo duurzaam mogelijk gebruiken van resources:

- Wanneer je cloud-resources reserveert voor een langere termijn, geef je cloudproviders de mogelijkheid om hun infrastructuur efficiënter te plannen en te benutten. Dit vermindert verspilling van resources en verhoogt de operationele efficiëntie.

- Zonder reservations worden cloud resources vaak 'on-demand' toegewezen, wat kan leiden tot het gebruik van overbodige capaciteit die niet optimaal wordt benut. Dit kan energie verspillen, omdat servers vaak inactief zijn terwijl ze toch draaien.

- Met reservations kunnen datacenters een hogere benuttingsgraad (utilization) van hun infrastructuur bereiken. Dit betekent dat servers efficiënter worden gebruikt, waardoor minder fysieke machines nodig zijn om dezelfde hoeveelheid werk te verzetten.

- Omdat reservations vaak gepaard gaan met financiële voordelen, moedigt het bedrijven aan om bewust na te denken over hun langetermijngebruik van cloud resources.

Het voordeel van reservations is dat je deze vaak kunt inwisselen voor andere type resources. Het nadeel is dat je dan opnieuw 3 jaar aan zo'n reservation zit. Op deze manier zorgen cloudproviders dat je resources blijft afnemen, al is het wel fijn dat je dat steeds doet daar waar je het nodig hebt. Je gooit dus geen onnodig geld weg door voor drie jaar te reserveren.

Als we heel eerlijk zijn moet je reservations ook niet willen vanuit de gedachte dat het ouderwetse patronen zijn. Het is beter om écht alleen te gebruiken wat je nodig hebt. Kortom, gebruik reservations zo lang je nog oude meuk hebt draaien in de cloud, maar zie het als een hypotheek. Een hypotheek wil je ook zo snel mogelijk aflossen ;-).
","## Hoe staan we ervoor?
Wigo4it heeft de onderstaande reservations afgenomen:

- Azure VMWare Solution voor drie jaar (scheelt 52% in kosten)

- Azure VMware Soltuion voor een jaar (scheelt 37% in kosten)

- Een aantal VMseries waaronder E4DS, D4DS en B4S, voor ons AKS cluster, Scaleset Agents en wat losse VMs (scheelt 40% in kosten)

- We bouwen onze hypotheken die we hebben zo snel mogelijk af (binnen twee jaar)
","## Waar kan ik hier meer over lezen?
- <a href=""https://www.linkedin.com/pulse/reservations-savings-plan-compute-what-you-need-know-buy-wohlfarter-o2s2f/"">Reservations Azure</a>
- <a href=""https://docs.aws.amazon.com/AWSEC2/latest/UserGuide/ec2-capacity-reservations.html"">Reservations AWS</a>
- <a href=""https://cloud.google.com/compute/docs/instances/reservations-overview"">Reservations Google Cloud</a>",,,,,,,unknown,onbekend
Innovatie & Optimalisatie,,,0,1,0,"Right Size Provisioning
",C:\Users\jelle\Downloads\wiki\rightSizeProvisioning.md,"# Right Size Provisioning
","## Wat wordt hiermee bedoeld?
Right size provisioning is een manier om IT-infrastructuur precies af te stemmen bij de hoeveelheid toegewezen resources (zoals CPU, geheugen, opslag en netwerkcapaciteit) op de werkelijke behoeften van een applicatie of workload. Het doel is om te voorkomen dat je teveel (overprovisioning) of te weinig (underprovisioning) resources toewijst, waardoor je zowel kosten bespaart als de efficiëntie verhoogt.

- Overprovisioning betekent dat je meer hardware of virtuele machines hebt draaien dan strikt noodzakelijk is, wat leidt tot onnodig energieverbruik. Door alleen de benodigde capaciteit in te zetten, verminder je het energieverbruik van servers, of ze nu in eigen beheer of in de cloud worden gehost. Dit vermindert tenslotte de CO2-uitstoot die wordt gegenereerd door datacenters.

- Underprovisioning kan de prestaties van je applicaties negatief beïnvloeden, omdat ze niet voldoende rekenkracht of geheugen hebben om optimaal te functioneren. Right size provisioning zorgt ervoor dat applicaties de juiste hoeveelheid resources krijgen om consistent goed te presteren zonder onnodige overhead.

- In cloud-omgevingen is het belangrijk om snel te kunnen schalen op basis van veranderende behoeften. Right size provisioning zorgt ervoor dat je flexibel blijft door resources op elk moment aan te passen zonder verspilling. Dit bevordert efficiëntie en zorgt ervoor dat IT-infrastructuur schaalbaar is zonder overbodige kosten of capaciteitsproblemen.

- Cloudproviders zoals AWS, Azure en Google Cloud bieden mogelijkheden om automatisch te ['schalen'](wiki.html?page=scaling) en resources aan te passen op basis van werkelijke vraag. Het toepassen van right size provisioning in cloudomgevingen betekent dat je de schaalvoordelen van de cloud optimaal benut en verspilling van energie en resources minimaliseert. Dit maakt het mogelijk om duurzamere keuzes te maken en de energie-efficiëntie te verhogen.
","## Hoe staan we ervoor?
Wigo4it heeft o.a. tijdens het ['CleanupFest'](wiki.html?page=cleanupFest) meerdere acties uitgevoerd die te maken hebben met right size provisioning:

- Azure Advisor gaf aan dat meerdere VM's te groot geschaald waren, SKU's downscalen is de oplossing en een voorbeeld van right size provisioning. 

- Agent Pools (ScaleSet agents) zo configureren dat er slechts een paar idle staan te draaien.

- SQL managed instances van 8 cores naar 4 cores (scheelt zo 800euro peer maand)

- Images alleen configureren met de tools en software die je nodig hebt.
","## Waar kan ik hier meer over lezen?
- <a href=""https://azure.microsoft.com/en-us/blog/rightsize-to-maximize-your-cloud-investment-with-microsoft-azure/"">Rightsize workloads</a>
- <a href=""https://docs.aws.amazon.com/whitepapers/latest/cost-optimization-right-sizing/cost-optimization-right-sizing.html"">Right Sizing Provisioning</a>

",,,,,,,unknown,onbekend
Innovatie & Optimalisatie,,,0,0,0,"Scaling
",C:\Users\jelle\Downloads\wiki\scaling.md,"# Scaling
","## Wat wordt hiermee bedoeld?
Scaling, ook wel schalen genoemd is het aanpassen van de capaciteit van systemen en infrastructuren om aan veranderende vraag te voldoen. Dit kan zowel door meer kracht toevoegen aan bestaande machines als door meer machines toe te voegen betekenen. Scaling is essentieel in cloud computing en moderne applicaties om efficiënter met resources om te gaan en prestaties te waarborgen, andere duurzame voordelen:

- Met scaling kunnen bedrijven hun IT-resources aanpassen aan de daadwerkelijke vraag. In plaats van altijd op volle capaciteit te draaien, kunnen systemen automatisch opschalen bij pieken en afschalen bij lage belasting. Dit voorkomt verspilling van energie en zorgt ervoor dat alleen de benodigde rekenkracht en opslag worden gebruikt.

- Door dynamisch te schalen kunnen datacenters en servers minder energie verbruiken wanneer de vraag laag is. Dit verlaagt niet alleen de kosten, maar vermindert ook de ecologische voetafdruk doordat energieverspilling wordt geminimaliseerd.

- Schalen in cloudomgevingen maakt gebruik van gedeelde infrastructuur, wat ervoor zorgt dat hardware efficiënter wordt gebruikt door meerdere gebruikers en organisaties. Dit vermindert de noodzaak voor het constant aanschaffen van nieuwe fysieke servers, wat bijdraagt aan duurzaamheid.
","## Hoe staan we ervoor?
Wigo4it heeft op verschillende plekken scaling ingericht:

- Ons Azure Kubernetes Cluster schaalt automatisch nodes op en af afhankelijk van de vraag. Hierdoor draaien we alleen de nodige container infrastructuur die we écht nodig hebben. 

- Onze WebApps maken gebruik van Azure App Service auto-scaling. Daarmee schaalt onze WebApps of API's automatisch afhankelijk van het CPU gebruik, geheugengebruik of andere ingerichte thresholds.

- Onze Virtual Machine Scalesets schalen automatisch afhankelijk van de vraag. Dit voorkomt dat we onnodig veel VM's draaien als de vraag laag is. 
","## Waar kan ik hier meer over lezen?
- <a href=""https://www.nops.io/blog/cloud-scalability/"">Cloud scalability</a>",,,,,,,unknown,onbekend
Strategische Doelen,,,,,,"Schoonmaak
",C:\Users\jelle\Downloads\wiki\schoonmaak.md,"# Schoonmaak 

Duurzame schoonmaak in kantoorpanden is een belangrijk onderwerp dat steeds meer aandacht krijgt. Het gaat niet alleen om het schoonhouden van de werkplek, maar ook om het verminderen van de ecologische voetafdruk en het bevorderen van een gezonde en productieve werkomgeving. In een tijd waarin milieubewustzijn en duurzaamheid centraal staan, is het essentieel dat bedrijven hun schoonmaakpraktijken herzien en aanpassen om aan deze normen te voldoen.

Duurzame schoonmaakmethoden dragen bij aan het behoud van natuurlijke hulpbronnen, verminderen de uitstoot van schadelijke stoffen en bevorderen het welzijn van zowel de schoonmakers als de kantoormedewerkers. Door te kiezen voor milieuvriendelijke schoonmaakproducten, efficiënte methoden en duurzame materialen, kunnen bedrijven een positieve impact hebben op het milieu en tegelijkertijd kosten besparen.
","## Hoe staan we ervoor?
Allereerst de schoonmaker. Deze komt tegenwoordig één keer per dag in plaats van twee keer in de randen van de dag. Dit scheelt ons geld, maar is ook voor de schoonmaker een stuk prettiger. Hiermee hebben zij aanspraak, zijn ze onder de mensen, worden ze bedankt, maar één reisbeweging en hebben ze ook een normaal dagritme. Als we kijken naar de schoonmaak zelf zijn we ook best goed bezig:

- We maken gebruik van biologisch afbreekbare schoonmaakartikelen en geen schadelijke chemicaliën.
- We scheiden het afval netjes en deze wordt ook op die manier afgevoerd en verwerkt (plastic, papier, rest en organisch).
- Qua wc-papier zou het wel nog een stuk duurzamer kunnen.
","## Waar kan ik hier meer over lezen?
- <a href=""https://www.wegenwiki.nl/STOMP#:~:text=Het%20STOMP%20principe%20is%20een,en%20ten%20slotte%20de%20Priv%C3%A9auto."">Stappen, Trappen, Openbaar Vervoer, Mobility as a Service (MaaS), Privéauto</a>",,,,,,,,"Goals, Methods, way of working",Strategische Doelen
Innovatie & Optimalisatie,,,0,0,0,"Self-service
",C:\Users\jelle\Downloads\wiki\selfService.md,"# Self-service
","## Wat wordt hiermee bedoeld?
Self-service verwijst naar systemen en tools waarmee gebruikers zelfstandig IT-zaken kunnen uitvoeren zonder directe tussenkomst van een IT-afdeling. Denk bijvoorbeeld aan het zelf resetten van wachtwoorden, toegang krijgen tot software, of zelf virtuele machines opzetten via een cloudportaal. Self-service wordt steeds populairder binnen bedrijven en organisaties omdat het niet alleen de efficiëntie verhoogt, maar ook bijdraagt aan duurzaamheid op verschillende manieren:

- IT-teams en klanten kunnen resources op vraagbasis toewijzen (denk aan cloud-omgevingen), wat zorgt voor een efficiënter gebruik van servers en minder onnodige belasting. Dit voorkomt verspilling van energie, omdat alleen die resources worden gebruikt die daadwerkelijk nodig zijn.

- Veel self-service systemen vervangen papieren processen door digitale workflows. Dit vermindert het gebruik van papier, inkt, en andere fysieke resources, wat direct bijdraagt aan duurzaamheid. Bovendien bespaart het ook de energie die anders nodig zou zijn voor het afdrukken, opslaan en verzenden van fysieke documenten. 
","## Hoe staan we ervoor?
Wigo4it heeft flink wat self-service geïmplementeerd. Het mooiste voorbeeld vinden wij onze ['Wegwijzer'](wiki.html?page=wegwijzer). Via deze portal kunnen onze developers en onze klanten zelf volledige omgevingen configureren, uitrollen en verwijderen. Daarnaast hebben we nog een paar andere self-service implementaties:

- Via ons self-service portaal kunnen klanten zelf incidenten en verzoeken inschieten. Daarnaast zien zij daar de status en vinden zij honderden artikelen in de knowledge base. Grote voordeel is dat we één kanaal hebben en er niet meer gebeld of gemaild kan worden. 

- Enrollment van laptops gaat via self-service en installatie van alle bedrijfssoftware en updates.

- Teams kunnen via een portal zelf subscriptions uitrollen inclusief BIO compliant keyvaults, storage accounts etc..
","## Waar kan ik hier meer over lezen?
- <a href=""https://en.wikipedia.org/wiki/Self-service"">Self-service</a>",,,,,,,unknown,onbekend
Operationele Praktijken,,,3,0,0,"Statiegeld donatie
",C:\Users\jelle\Downloads\wiki\statiegeld.md,"# Statiegeld donatie
","## Wat wordt hiermee bedoeld?
Sinds 1 april 2023 is er in Nederland statiegeld ingevoerd op blikjes, naast het bestaande statiegeld op plastic flesjes. Dit betekent dat consumenten nu 15 eurocent betalen per blikje en klein plastic flesje, en 25 eurocent voor grote plastic flessen.

Voordelen van het statiegeldsysteem:

- Mensen worden gestimuleerd om hun lege blikjes en flesjes in te leveren in plaats van ze weg te gooien. Dit helpt om zwerfafval te verminderen en de straten schoner te houden.

- Ingeleverde blikjes en flesjes kunnen worden gerecycled en opnieuw gebruikt voor het maken van nieuwe verpakkingen. Dit bespaart grondstoffen en energie, wat goed is voor het milieu.

- Het statiegeldsysteem verhoogt de bewustwording onder consumenten over het belang van recycling en duurzaamheid. Mensen worden zich meer bewust van hun afval en de impact ervan op het milieu.
","## Hoe staan we ervoor?
Wigo4it heeft meerdere koelkasten waar onze collega's gratis blikjes fris kunnen pakken. We hebben een aparte inzamelbak voor deze blikjes. Zodra de bak vol is worden de blikjes ingeleverd bij een statiegeld Nederland machine op Centraal Station Den Haag. Het ingezamelde geld wordt gedoneerd aan de <a href=""https://www.plasticsoupfoundation.org/doneer-statiegeld-aan-plastic-soup-foundation/#:~:text=Per%201%20juli%202021%20zit,milieuorganisaties%20jarenlang%20hard%20voor%20gemaakt."">Plastic Soup Foundation</a>
We doen dit nu zo'n anderhalf jaar en onze afdronk tot dusver is:

- De gratis drankjes dragen bij aan verhoogde medewerkerstevredenheid.
- Doneren voelt goed.
- Blikjes water kopen is onzin (dat komt uit de kraan).
- We moeten een keer gezondere alternatieven onderzoeken in plaats van frisdrank
","## Waar kan ik hier meer over lezen?
- <a href=""https://www.statiegeldnederland.nl/"">Statiegeld Nederland</a>",,,,,,,unknown,Operationele Praktijken
Innovatie & Optimalisatie,,,3,0,0,"STOMP
",C:\Users\jelle\Downloads\wiki\stomp.md,"# STOMP
","## Wat wordt hiermee bedoeld?
Met het STOMP ordeningsprincipe geven we prioriteit aan meer duurzame vormen van mobiliteit (lopen, fietsen en ov) en minder prioriteit aan minder duurzame mobiliteitsvormen (zoals de auto). Zo zorgen we voor bereikbare en leefbare gebieden.
Het STOMP principe is een omgekeerde piramide, waarbij de bovenste het meest duurzaam is en de onderste het minst.

- Stappen: Wandelen is het allerbeste. Het is bewezen dat minimaal een half uur wandelen per dag enorm goed is voor je brein.
- Trappen: Pak de fiets en beweeg.
- Openbaar vervoer
- Mobility as a Service (MaaS): Deelauto, OV-fiets, electrische deelscooter etc.
- Privéauto

![alt text](wiki/stomp.png)
","## Hoe staan we ervoor?
Wigo4it stimuleert met name het openbaar vervoer maar zeker ook het lopen en fietsen. Je kunt bij Wigo4it je IKB inzetten om fiscaal vriendelijk een (elektrische) fiets aan te schaffen.
Collega’s die ervoor hebben gekozen om geen OV kaart van Wigo4it te ontvangen, ontvangen een mobiliteitsvergoeding. Of je nu fiets, loopt of de auto pakt en geen OV kaart van Wigo4it hebt, je ontvangt 0,21 cent per kilometer.
Voor woonwerk vergoeding is de rit gemaximeerd tot 0,21 cent (ongeachte wijze van vervoer). Voor zakelijk reizen is dit gelimiteerd. Eventuele verbeteringen:

- OV-fiets toevoegen aan het handboek.
- Meer cent per kilometer betalen als collega's op de fiets komen.
","## Waar kan ik hier meer over lezen?
- <a href=""https://www.wegenwiki.nl/STOMP#:~:text=Het%20STOMP%20principe%20is%20een,en%20ten%20slotte%20de%20Priv%C3%A9auto."">Stappen, Trappen, Openbaar Vervoer, Mobility as a Service (MaaS), Privéauto</a>",,,,,,,unknown,onbekend
Innovatie & Optimalisatie,,,1,0,0,"Terracost
",C:\Users\jelle\Downloads\wiki\terracost.md,"# Terracost
","## Wat wordt hiermee bedoeld?
Terracost is een tool die wordt gebruikt met Terraform om kostenramingen te maken voor cloudinfrastructuur voordat deze wordt geïmplementeerd. Het ondersteunt grote cloudproviders zoals AWS, Google Cloud en Microsoft Azure, en helpt gebruikers bij het vergelijken van kosten tussen verschillende providers. Terracost integreert naadloos met Terraform en biedt gedetailleerde kostenanalyses voor specifieke resources, waardoor organisaties beter kunnen budgetteren, kosten kunnen optimaliseren en weloverwogen beslissingen kunnen nemen tijdens het bouwen van infrastructure as code.

- Helpt bij het identificeren van de duurste resources en mogelijke kostenbesparingen.

- Kan worden gebruikt als onderdeel van de Terraform plan- en apply-fasen om kostenramingen te krijgen voordat er wijzigingen in de infrastructuur worden aangebracht.

- Helpt bij het begrijpen van de kostenimplicaties van specifieke infrastructuurwijzigingen.

Wigo4it gebruikt Terracost in meerdere repo's om direct inzicht te krijgen wat de impact op kosten (en daarmee vaak milieu) is van bepaalde keuzes in de code. Kunnen we bijvoorbeeld ook af met een andere SKU? Het helpt je om de financiële impact te bepalen van je infrastructurele wijzigingen. Een kleine extensie in vsCode die weer voor net wat meer awareness zorgt!
","## Waar kan ik hier meer over lezen?
- <a href=""https://www.cycloid.io/open-source/terracost"">Terracost</a>",,,,,,,,unknown,onbekend
Innovatie & Optimalisatie,,,1,0,0,"Wigo4it
We proberen het met deze test entry in de wiki
",C:\Users\jelle\Downloads\wiki\test.md,"# Wigo4it
We proberen het met deze test entry in de wiki
","## Wie we zijn
Dit is een test van de wiki, test.md, 
- <a href=""https://www.wigo4it.nl/?utm=duurzaamheidsradar"">Wigo4it website</a>",,,,,,,,,unknown,onbekend
